faiss_id,doc_id,chunk_id,formato,fenomeno,posicion,num_tokens,fuente,texto
3390,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-183,markdown,,183,373,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Ao menos é o que parecia. ###### **O AUTOR** 

**José Roberto Ferreira** é jornalista e graduado em Ciências Sociais. Foi repórter de _O Estado de S. Paulo_ , _Jornal da Tarde_ e _Rede Globo de Televisão_ , entre outros veículos. Na Universidade Estadual Paulista (Unesp), implantou e dirigiu a Assessoria de Comunicação e Imprensa (1985-2001) e foi membro do conselho da Editora Unesp (1996-1999). Foi presidente da Associação Brasileira de Jornalismo Científico (2003-2005). ```

## Página 120 · Fragmento 2
*73 tokens · origen: nativo*

```
Foi presidente da Associação Brasileira de Jornalismo Científico (2003-2005). Em 2001, fundou a Acadêmica Comunica- 

ção, primeira agência privada de comunicação no país com foco exclusivo em C,T&I. É um dos organizadores de _Jornalismo científico e educação para as ciências_ (Taubaté- 

119
```

## Página 121 · Fragmento 1
*260 tokens · origen: nativo*

```
CAPÍTULO 2 - OS ANOS DE CHUMBO 

-SP, Cabral Editora e Livraria Universitária, 2006). Foi assessor de imprensa da SBPC de janeiro de 2009 a maio de 2012 e de junho de 2014 a julho de 2017. Colaboração de Ulisses Capozzoli, jornalista especializado em divulgação científica, mestre e doutor em ciências pela Universidade de São Paulo, editor por doze anos de _Scientific American Brasil_ e publisher de _Astronomy Brasil._ Autor de livros como: _Antártida, a Última Terra_ (Edusp, 1991."
3391,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-184,markdown,,184,457,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Colaboração de Ulisses Capozzoli, jornalista especializado em divulgação científica, mestre e doutor em ciências pela Universidade de São Paulo, editor por doze anos de _Scientific American Brasil_ e publisher de _Astronomy Brasil._ Autor de livros como: _Antártida, a Última Terra_ (Edusp, 1991. ~~5~~<sup><u>a</u></sup> edição, 2011); _No Reino dos Astrônomos Cegos- Uma História da Astronomia_ (Record 2005); _A Terceira Margem do Rio_ (Editora Ramalhete – Belo Horizonte, 2016); _Um Fantasma Leva Você para Jantar_ (Edições Sesc, 2017, versão eletrônica); _Uma Biografia da Água_ (Edições Sesc, 2017, versão eletrônica) _Origem e Fim do Tempo_ (Edições Sesc, 2019, versão eletrônica). 120
```

## Página 122 · Fragmento 1
*346 tokens · origen: nativo*

```
COLABORAÇÃO, SEM COLABORACIONISMO 

###### **Capítulo 3 - Nova República** 



###### **Colaboração, sem colaboracionismo** 

_Fernando Tadeu Moraes_ 

A ssim como o Brasil, a Sociedade Brasileira para o Progresso da Ciência passava por grandes transformações em meados da década de 1980. Enquanto o país rumava em direção à redemocratização, a SBPC ia se tornando uma organização mais plural e nacionalmente representativa. O início desse período de mudanças pode ser localizado em 1981, com o novo estatuto da entidade, que alterou a forma como eram escolhidos os membros de seu Conselho. O físico Ennio Candotti, então secretário regional da SBPC no Rio de Janeiro, interpreta as alterações promovidas no regulamento interno como uma revolução. Candotti é o dirigente da SBPC que participou da entidade com o maior número de mandatos – como vice-presidente em 1985-1987, 1987-1989, 2011-2013 e 2013-2015, e como presidente em 1989-1991, 19911993, 2003-2005 e 2005-2007."
3392,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-185,markdown,,185,492,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Candotti é o dirigente da SBPC que participou da entidade com o maior número de mandatos – como vice-presidente em 1985-1987, 1987-1989, 2011-2013 e 2013-2015, e como presidente em 1989-1991, 19911993, 2003-2005 e 2005-2007. Com isso, ele vivenciou a trajetória da SBPC em vários anos do período a que se refere este capítulo – 1985 a 2018, ou seja, do início da Nova República, marcado pela posse de José Sarney na presidência da República, até o final do governo Temer. “Até o início dos anos 1980, a SBPC era basicamente uma entidade paulista, que representava a ciência de São Paulo, e que se contrapunha, por assim dizer, à Academia Brasileira de Ciências, sediada no Rio”, explica o físico. E continua: 

121
```

## Página 123 · Fragmento 1
*495 tokens · origen: nativo_plano*

```
CAPÍTULO 3 - NOVA REPÚBLICA
122
O estatuto anterior previa um conselho de notáveis que podia ser reeleito indefini-
damente, e não havia muita preocupação com as dimensões nacionais. Mudamos 
isso em prol de um projeto nacional. Ou seja, não haveria mais a possibilidade de 
um mesmo grupo de cientistas paulistas, cariocas e mineiros se manterem sempre 
como os representantes no Conselho da Sociedade. As resistências foram grandes 
e a assembleia varou a madrugada, só acabando por volta das 6 horas da manhã. O pano de fundo desse debate eram as visões antagônicas a respeito da maneira como a en-
tidade deveria atuar e do papel da ciência no desenvolvimento nacional, capitaneadas, cada 
qual, por um grupo de visão mais conservadora e outro, mais progressista, que Candotti 
denomina centralizador e descentralizador, respectivamente. Na história da política é recorrente o embate entre um grupo de centralizado-
res e outro de descentralizadores. Na SBPC não foi diferente. Os centralizadores 
buscavam manter a SBPC dentro dos trilhos científicos. Defendiam a qualidade 
da universidade, o rigor, a excelência – em suma, o modelo uspiano de universi-
dade. A esse grupo pertenciam, por exemplo, Carolina Bori e Oscar Sala."
3393,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-186,markdown,,186,493,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"A esse grupo pertenciam, por exemplo, Carolina Bori e Oscar Sala. Tinham 
uma mentalidade estritamente científica e, portanto, defendiam que a SBPC não 
deveria se meter em política, a não ser quando solicitada para emitir pareceres 
sobre alguma questão. Eram sempre cautelosos sobre qualquer manifestação nes-
se sentido. Tinham uma mentalidade de consolidar os ganhos obtidos, em vez de 
buscar sempre avançar, e tentavam centralizar as ações da entidade na sede, em 
São Paulo. Os descentralizadores, por sua vez, grupo ao qual Candotti se filiava,
Tinham em mente um projeto nacional para a SBPC e para a ciência bra-
sileira, dentro de uma perspectiva político-científica. A consequência dessa 
posição era defender que a SBPC e a ciência se espalhassem pelo país. Acredi-
távamos na importância de se ter uma ciência conectada a cada região. Para 
os centralizadores, por exemplo, era possível pensar a Amazônia em São Paulo. ```

## Página 123 · Fragmento 2
*115 tokens · origen: nativo_plano*

```
Para 
os centralizadores, por exemplo, era possível pensar a Amazônia em São Paulo. Nós não acreditávamos, além disso, na neutralidade da ciência; ela é boa ou 
ruim dependendo da maneira como é aplicada. Ela pode gerar ganhos para 
a sociedade, mas também pode ser um instrumento de opressão. Integravam 
essa corrente, por exemplo, os irmãos Otávio e Gilberto Velho, Luiz Davido-
vich, Alberto Passos Guimarães, Roberto Lent e Manuela Carneiro da Cunha. ```

## Página 124 · Fragmento 1
*497 tokens · origen: nativo_plano*

```
COLABORAÇÃO, SEM COLABORACIONISMO
123
Candotti resume os debates da época numa imagem futebolística: “De um lado defen-
dia-se a ocupação nacional por meio da criação de campos de várzea em toda parte; 
de outro, a manutenção de poucos estádios para craques já formados”. Tais diferenças, 
salienta ele, se davam num clima de muita cordialidade e que assegurava a manutenção 
da unidade. “Todos tínhamos o mesmo objetivo, ajudar a ciência brasileira."
3394,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-187,markdown,,187,461,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"“Todos tínhamos o mesmo objetivo, ajudar a ciência brasileira. Divergíamos 
apenas nos meios para isso”. Embora a disputa entre centralizadores e descentralizadores tenha marcado a entidade 
na primeira metade dos anos 1980, em 1985 o grupo mais conservador havia sido, em 
sua maior parte, escanteado. O clima de efervescência política, diz Candotti, não deixa-
va muito espaço para os que pregavam uma atuação mais cautelosa. Esse otimismo impregnava as discussões sobre a criação de um ministério para cuidar 
da área de ciência e tecnologia, uma promessa do presidente eleito Tancredo Neves. Nem todos dentro da SBPC, no entanto, defendiam a nova pasta. Baseada na ideia de que 
a ciência permeia todos os ministérios, uma corrente propugnava não uma pasta espe-
cífica para a área, mas uma secretaria especial que pudesse atuar de forma interminis-
terial. A posição que prevaleceu foi a favorável à criação do ministério. O argumento 
vencedor era que uma secretaria dificilmente teria status para controlar os outros mi-
nistérios e fazer valer o interesse científico. GOVERNO SARNEY (março 1985 a março 1990) 
A promessa de Tancredo foi mantida por José Sarney, e o Ministério da Ciência e 
Tecnologia foi criado no dia 15 de março de 1985. Um mês depois, uma comissão de sociedades científicas eleita para acompanhar a 
instalação da nova pasta e a reformulação das entidades a ela associadas preparou 
um relatório “sobre as condições atuais da investigação científica”, para ser discu-
tido no 37a Reunião Anual da SBPC, realizada em Belo Horizonte, e cujo tema foi 
Começar de Novo. As recomendações do documento partiam de duas necessidades básicas: 1) investir 
a longo prazo e com continuidade em pesquisa científica e tecnológica e 2) criar
```

## Página 125 · Fragmento 1
*501 tokens · origen: nativo_plano*

```
CAPÍTULO 3 - NOVA REPÚBLICA
124
instrumentos que viabilizem a transferência de conhecimento, a incorporação de 
resultados e o desenvolvimento de produtos."
3395,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-188,markdown,,188,444,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"As recomendações do documento partiam de duas necessidades básicas: 1) investir 
a longo prazo e com continuidade em pesquisa científica e tecnológica e 2) criar
```

## Página 125 · Fragmento 1
*501 tokens · origen: nativo_plano*

```
CAPÍTULO 3 - NOVA REPÚBLICA
124
instrumentos que viabilizem a transferência de conhecimento, a incorporação de 
resultados e o desenvolvimento de produtos. Quanto ao primeiro quesito, defendia-se que, partindo de “um mínimo de 5% para ciên-
cia e tecnologia no Orçamento da União em 1986”, deveria ser programado “um cresci-
mento anual de 0,6%, alcançando 7,4% em 1990”, e “assegurar à soma de recursos para 
CNPq, Capes e Finep o valor mínimo de 40% do Orçamento da União para ciência e 
tecnologia”. Quanto ao segundo ponto, preconizava-se, por exemplo, a criação de incen-
tivos para a contratação de pós-graduandos por empresas que investissem em ciência e 
tecnologia. O documento alertava também para a necessidade de promover o progresso científico 
e tecnológico das regiões menos desenvolvidas. Defendia, por fim, a criação, no CNPq, 
de um Conselho Superior de Pesquisa assegurando a participação majoritária de pes-
quisadores, “em coerência com a democratização e no interesse do desenvolvimento 
científico”. Esse período inicial contou com intensa participação da SBPC, como conta Candotti, que 
à época era um de seus vice-presidentes. “O clima, como não podia deixar de ser, era de esperança, animação e bastante coo-
peração. O processo de construção do MCT acentuou a parceria entre governo e SBPC 
e foi praticamente uma obra coletiva. Lembro de inúmeras discussões e viagens com 
Luciano Coutinho [secretário-executivo da pasta]. Nós íamos discutir com o João Sayad 
[ministro do Planejamento] e seus assessores para incrementar o orçamento de ciência e 
tecnologia, defender a alocação de recursos para certas áreas”."
3396,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-189,markdown,,189,489,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Nós íamos discutir com o João Sayad 
[ministro do Planejamento] e seus assessores para incrementar o orçamento de ciência e 
tecnologia, defender a alocação de recursos para certas áreas”. Outro sinal do prestígio que a SBPC gozava nesse período foi a nomeação, em 1986, de seu 
então presidente, Crodowaldo Pavan, para a presidência do Conselho Nacional de Desenvol-
vimento Científico e Tecnológico, o CNPq, cargo que o geneticista ocupou até 1990. Segundo Candotti, tratou-se de uma escolha natural, dada a forte presença da SBPC na 
política interna do MCT e o prestígio científico que Pavan possuía. ```

## Página 125 · Fragmento 2
*100 tokens · origen: nativo_plano*

```
Segundo Candotti, tratou-se de uma escolha natural, dada a forte presença da SBPC na 
política interna do MCT e o prestígio científico que Pavan possuía. “Pavan era homem 
generoso, mas sem muita familiaridade com os corredores da política. Mantinha, de 
todo modo, boas relações com Orestes Quércia e as correntes quercistas do PMDB, que 
forneceram os quadros técnicos do CNPq naquele momento”. ```

## Página 126 · Fragmento 1
*421 tokens · origen: nativo_plano*

```
COLABORAÇÃO, SEM COLABORACIONISMO
125
À frente do CNPq, Pavan teve entre suas ações implementar o aumento do número 
de bolsas concedidas e apoiou a política de proteção à indústria de tecnologia, como 
determinara a Constituição de 1988. A primeira pessoa a ocupar o cargo de ministro da Ciência e Tecnologia foi Renato Archer. Em seu período à frente da pasta (março de 1985 a outubro de 1987), Archer buscou 
estabelecer as bases de uma política científica que alavancasse o país, política esta que 
teve na SBPC uma parceira e interlocutora. São dessa época, por exemplo, a criação do 
programa de Formação de Recursos Humanos em Áreas Estratégicas, os contatos que 
resultaram no acordo espacial sino-brasileiro e o início da construção do colisor de par-
tículas Síncrotron, na cidade de Campinas."
3397,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-190,markdown,,190,498,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"São dessa época, por exemplo, a criação do 
programa de Formação de Recursos Humanos em Áreas Estratégicas, os contatos que 
resultaram no acordo espacial sino-brasileiro e o início da construção do colisor de par-
tículas Síncrotron, na cidade de Campinas. Consoante a essa política de expansão nacional da ciência, a SBPC obteve nesses anos 
recursos do governo federal para promover atividades nas regionais existentes e incen-
tivar a criação de novos polos. Após a saída de Archer, porém, com o governo Sarney enfrentando inúmeros problemas 
na economia e sob intensa pressão popular, quatro ministros se sucederam de forma 
rápida e se mostraram muito mais suscetíveis às pressões e contrapressões políticas. Assim, o MCT foi perdendo recursos e sendo progressivamente enfraquecido até ser 
finalmente extinto em março de 1989. A SBPC acompanhou com apreensão o desenrolar 
dos fatos e defendeu a manutenção da estrutura ministerial então existente. Numa manifestação feita em 17 de fevereiro desse ano, quando o governo apresentaria 
a medida provisória extinguindo a pasta, a entidade lamentou a insensibilidade do Exe-
cutivo “às preocupações repetidamente manifestadas pela comunidade científica quan-
to aos prejuízos que a extinção do MCT provoca ao nosso desenvolvimento científico e 
tecnológico”. ```

## Página 126 · Fragmento 2
*176 tokens · origen: nativo_plano*

```
Numa manifestação feita em 17 de fevereiro desse ano, quando o governo apresentaria 
a medida provisória extinguindo a pasta, a entidade lamentou a insensibilidade do Exe-
cutivo “às preocupações repetidamente manifestadas pela comunidade científica quan-
to aos prejuízos que a extinção do MCT provoca ao nosso desenvolvimento científico e 
tecnológico”. Pouco mais de um mês depois, em 22 de março, com a pasta já tendo sido incorpora-
da ao Ministério do Desenvolvimento da Indústria e Comércio, o Conselho da SBPC 
aprovou um documento defendendo que as mudanças em curso não prejudicassem o 
fluxo regular de recursos, pois só assim seria possível garantir estabilidade e con-
tinuidade do sistema de ciência e tecnologia, assegurar padrões de qualidade e rele-
vância do trabalho científico e manter o equilíbrio entre ciência básica e aplicada."
3398,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-191,markdown,,191,477,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Pouco mais de um mês depois, em 22 de março, com a pasta já tendo sido incorpora-
da ao Ministério do Desenvolvimento da Indústria e Comércio, o Conselho da SBPC 
aprovou um documento defendendo que as mudanças em curso não prejudicassem o 
fluxo regular de recursos, pois só assim seria possível garantir estabilidade e con-
tinuidade do sistema de ciência e tecnologia, assegurar padrões de qualidade e rele-
vância do trabalho científico e manter o equilíbrio entre ciência básica e aplicada. ```

## Página 127 · Fragmento 1
*508 tokens · origen: nativo*

```
CAPÍTULO 3 - NOVA REPÚBLICA 

Dessa forma, ao longo do governo Sarney, o papel da entidade foi gradativamente mudando à medida que o MCT ia sucumbindo à falta de verbas e às conveniências políticas: de grande parceira na construção de uma nova política científica para um papel mais crítico e oposicionista. **A CONSTITUINTE –** Em 1987, o país elegeu uma Assembleia Constituinte destinada a elaborar a nova Constituição do país, que veio a ser promulgada no ano seguinte. Durante esse processo, a SBPC teve uma função importante, agindo como catalisadora das manifestações da comunidade científica e colaborando para a inserção na Carta de capítulos e artigos sobre ciência, tecnologia, educação, direitos humanos e índios. Em março de 1987, a entidade apresentou publicamente sua proposta, elaborada por uma comissão composta por José Albertino Rodrigues, Aziz Ab’Saber, Bolívar Lamounier, Erney Camargo, João Célio Brandão e Milton Santos, e com as contribuições de diversos setores. O documento abrangia cinco tópicos: 

– Espaço e território: no qual se propôs que a Constituição deveria adotar uma noção ampla e moderna da noção de espaço, não apenas no sentido horizontal, mas também no vertical, abrangendo o espaço aéreo e o subsolo. “O objetivo é que o país defina, de forma concreta, a ocupação do seu território, assumindo responsabilidades efetivas sobre os processos e condições de exploração dos recursos territoriais, marítimos, lacustres, incluindo as ilhas oceânicas”, assevera o texto."
3399,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-192,markdown,,192,464,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"“O objetivo é que o país defina, de forma concreta, a ocupação do seu território, assumindo responsabilidades efetivas sobre os processos e condições de exploração dos recursos territoriais, marítimos, lacustres, incluindo as ilhas oceânicas”, assevera o texto. – Ciência e tecnologia: em que se defendeu que a Carta deveria propiciar garantias efetivas à autonomia da pesquisa científica e reconhecer a importância da pesquisa básica; valorizar os recursos humanos envolvidos nas atividades científicas; vedar a construção, armazenamento ou transporte de armas nucleares no território brasileiro; permitir que, além dos orçamentos regulares, os poderes públicos, nos níveis federal, estadual e municipal, constituam fundos especiais para promover estudos e pesquisas nas diversas áreas do conhecimento. – Educação: que incorporou o Manifesto dos Educadores, consagrando o princípio do direito de todos os cidadãos brasileiros à educação em todos os graus de ensino, e do dever do Estado em prover os meios para garantir tal princípio. ```

## Página 127 · Fragmento 2
*84 tokens · origen: nativo*

```
– Educação: que incorporou o Manifesto dos Educadores, consagrando o princípio do direito de todos os cidadãos brasileiros à educação em todos os graus de ensino, e do dever do Estado em prover os meios para garantir tal princípio. Defendeu a autonomia das universidades, que deveriam ser caracterizadas pela atividade de ensino, pesquisa e extensão e gerenciadas segundo um regime jurídico próprio. 126
```

## Página 128 · Fragmento 1
*485 tokens · origen: nativo_plano*

```
COLABORAÇÃO, SEM COLABORACIONISMO
127
– Saúde: que propugnou o direito à saúde como garantia de melhores condições de 
vida à população, mediante a organização das ações e serviços de saúde sob a forma 
de um sistema público de saúde que incorporasse os resultados que o conhecimento 
científico tinha alcançado nesse campo. – Meio ambiente: em que se defendeu que o ambiente sadio é um direito, cabendo 
ao poder público, em colaboração com a comunidade, protegê-lo, prevenindo e con-
trolando a poluição e a erosão."
3400,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-193,markdown,,193,465,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"– Meio ambiente: em que se defendeu que o ambiente sadio é um direito, cabendo 
ao poder público, em colaboração com a comunidade, protegê-lo, prevenindo e con-
trolando a poluição e a erosão. “A lei deverá punir como crime os atentados contra o 
meio ambiente, podendo os cidadãos e as associações pedir à administração pública 
e ao judiciário a cessação das causas da violação, a indenização, ou a recomposição 
do bem atingido”. – Populações indígenas: em que se propôs o reconhecimento das populações indíge-
nas como integrantes da comunhão nacional, protegendo-as como primeiros habi-
tantes do território nacional. “Uma legislação específica deverá efetivar esse princí-
pio e garantir as condições necessárias para preservar a identidade das populações 
indígenas, além de colocá-las em pé de igualdade com todo cidadão brasileiro e ga-
rantir o caráter inalienável das terras ocupadas pelos índios”. Dentre todas as contribuições, Candotti destaca a importância do papel da SBPC na 
defesa dos direitos indígenas. “As questões dos territórios, dos direitos coletivos, da 
demarcação de terras, tudo isso foi discutido naquela época; reconhecendo a territoria-
lidade contra a posse de terras, ou seja, o território como um bem coletivo contra a terra 
como bem individual – uma questão que até hoje não está bem resolvida”. Na área de ciência e tecnologia, o ex-presidente enfatiza a importância do artigo 218, 
que ficou conhecido como Emenda Florestan Fernandes. “O texto reconheceu a impor-
tância da ciência básica e abriu a possibilidade de os estados vincularem parte de suas 
receitas para o financiamento da atividade científica. Era algo que defendíamos havia 
mais de dez anos, baseados na experiência exitosa da Fapesp. A batalha seguinte foi nos 
estados, para a criação das fundações estaduais de apoio”. ```

## Página 128 · Fragmento 2
*113 tokens · origen: nativo_plano*

```
A batalha seguinte foi nos 
estados, para a criação das fundações estaduais de apoio”."
3401,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-194,markdown,,194,477,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"```

## Página 128 · Fragmento 2
*113 tokens · origen: nativo_plano*

```
A batalha seguinte foi nos 
estados, para a criação das fundações estaduais de apoio”. FUNDAÇÕES DE AMPARO À PESQUISA – Antes da Constituição de 1988, o país con-
tava com fundações de amparo à pesquisa (FAPs) em apenas quatro estados: São Paulo, 
Rio Grande do Sul, Rio de Janeiro e Minas Gerais. Nos anos 1990, no processo de produção das constituições estaduais, as secretarias 
regionais da SBPC desempenharam papel crucial de pressão e convencimento dos
```

## Página 129 · Fragmento 1
*488 tokens · origen: nativo*

```
CAPÍTULO 3 - NOVA REPÚBLICA 

parlamentares constituintes para que os textos contemplassem a criação das agências de fomento. O processo de instalação das FAPs foi árduo e lento. Não bastava incluí-las nas constituições estaduais. Era também necessário colocá-las para funcionar e ainda lutar para que os recursos fossem repassados de forma integral. Um balanço feito em 1992 pela SBPC dá a medida da velocidade e da dificuldade dos avanços. Àquela altura, 21 dos 26 estados já haviam determinado em suas cartas a criação de fundações destinadas ao fomento de ciência e tecnologia. Além das quatro já existentes, tinham sido instaladas mais três: Fapema (MA), Fapeal (AL) e Facepe (PE). Na Paraíba e no Ceará elas haviam sido legalmente criadas, mas aguardavam a instalação. Também existiam fundos estaduais em Santa Catarina, Paraná e Mato Grosso do Sul. O documento chama a atenção para o baixo índice de recursos liberados. “Hoje, somente os estados de SP e do MA estão cumprindo 100% o que determinam suas constituições; MG e PE ficam, em termos financeiros, em torno dos 30%, e RS, AL, RJ, SC e MS estão cumprindo em menos de 10% suas dotações orçamentárias”. A implantação das fundações, resume Candotti, foi muito mais lenta do que achávamos, e as dificuldades muito maiores."
3402,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-195,markdown,,195,478,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"A implantação das fundações, resume Candotti, foi muito mais lenta do que achávamos, e as dificuldades muito maiores. ###### **GOVERNO COLLOR-ITAMAR (março 1990 a dezembro 1994)** 

A ausência de um ministério específico para ciência e tecnologia persistiu durante todo o governo de Fernando Collor (1990-1992), período em que a área foi representada por uma secretaria ligada à presidência. O desprestígio, somado à crise econômica daqueles anos, levou a uma redução dos compromissos do governo federal com a área de ciência e tecnologia. Para se ter um exemplo, no CNPq, entre em 1989, sob o governo de José Sarney, e 1992, com Collor, o montante para bolsas e fomento caiu 25% ( _Jornal da Ciência_ , n. 782, 2018, edição comemorativa dos 70 anos da SBPC). 128
```

## Página 130 · Fragmento 1
*486 tokens · origen: nativo*

```
COLABORAÇÃO, SEM COLABORACIONISMO 

_Estava-se desmontando um projeto pelo qual tínhamos nos dedicado tanto. Era um período de ascensão do neoliberalismo e de primazia do mercado. “Se quiserem recursos busquem-nos com financiadores”, ouvíamos. Acabou-se com a ideia de que a ciência e tecnologia deveria ter um papel estratégico, como um investimento voltado a resolver problemas do país e induzir ao desenvolvimento. Tornou-se uma questão de mercado: ela deve responder de acordo com as demandas._ 

Essa postura com relação à área acabou se tornando um fator importante para que a Sociedade se mobilizasse, em 1992, a favor da saída do presidente. Foram tempos tensos. Assim que assumiu, em 15 de março de 1990, Collor simplesmente extinguiu a Capes. A medida terminou revertida cerca de um mês depois, como resultado de intensa mobilização da comunidade, e em especial da SBPC. O rompimento com o governo se deu na Reunião Anual de 1991. Como presidente, Candotti discursava numa mesa em que estava também José Goldemberg, então o secretário especial de Ciência e Tecnologia, e fez críticas duras à condução da política científica."
3403,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-196,markdown,,196,498,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Como presidente, Candotti discursava numa mesa em que estava também José Goldemberg, então o secretário especial de Ciência e Tecnologia, e fez críticas duras à condução da política científica. “Disse que a imersão numa economia de mercado do jeito que estava sendo feita ia ser um salto triplo sem rede. Que ciência era um investimento lento, de formação de pessoas, e que não funciona dentro de uma lógica em que o mercado resolve tudo. Goldemberg ficou irritado e por pouco não se levantou e saiu durante a minha fala”. O relacionamento com Hélio Jaguaribe, o último secretário do governo Collor, tampouco foi melhor e envolveu até trocas públicas de farpas entre ele e Candotti. Segundo o físico, partiu dele a iniciativa de apoiar o afastamento do presidente. “Foi por indignação”, afirmou. A SBPC integrou o Movimento pela Ética na Política, que teve relevante papel no movimento de _impeachment_ . Num manifesto da entidade publicado em 30 de junho de 1992 lê-se: “A opinião pública perdeu totalmente a confiança nos atos e política do governo. Urge a rápida superação da ingovernabilidade, produzida pela desmoralização. É necessária a renúncia do presidente”. ```

## Página 130 · Fragmento 2
*54 tokens · origen: nativo*

```
É necessária a renúncia do presidente”. Olhando em retrospecto para aquele momento, Candotti acredita ter sido um tanto ingênuo ao apoiar o _impeachment_ de Collor. “Eu imaginei que a limpeza chegaria ao fundo 

129
```

## Página 131 · Fragmento 1
*498 tokens · origen: nativo*

```
CAPÍTULO 3 - NOVA REPÚBLICA 

do poço, mas não passou nem da metade. E, como a história mostrou, não bastava tirar o presidente para que a ciência voltasse a fazer parte de um projeto nacional”. A participação ativa da SBPC na saída de Collor aproximou a entidade de Itamar Franco, que assumiu a presidência da República em 29 de dezembro de 1992. No novo governo, a situação foi outra. O MCT foi recriado e o orçamento da área, recomposto. Deu-se início ainda a uma política de incentivo à criação das fundações de amparo à pesquisa nos estados."
3404,reporte_cienciaparaobrasil.md,reporte_cienciaparaobrasil.md-chunk-197,markdown,,197,480,/home/jose/repositories/kernel-boyacense/corpus_adl/data/reporte_cienciaparaobrasil.md,"Deu-se início ainda a uma política de incentivo à criação das fundações de amparo à pesquisa nos estados. Nessa época, o processo de discussão da chamada Lei de Patentes acabou sendo um ponto de aproximação entre a SBPC e o Executivo. A ideia de ruptura de patente em caso de necessidade imperativa e de uma política industrial de incentivo à produção particularmente de fármacos – posições defendidas pela SBPC – contavam também com o apoio da presidência da República. **LEI DE PATENTES –** O debate sobre a Lei de Patentes, diploma que deveria atualizar a legislação sobre propriedade intelectual então vigente no país, movimentou a comunidade científica e a SBPC no começo dos anos 1990. Em 1991, o governo Collor enviou ao Congresso o projeto de lei sobre o tema. Um dos pontos que mais motivaram discussões à época foi o da produção de fármacos. O cerne da discórdia era a possibilidade de quebra de patente de um medicamente em prol de um bem coletivo. Essa posição acabou prevalecendo na SBPC, embora houvesse, dentro da entidade, quem defendesse a aceitação das regras do jogo internacional. No início de 1993, Candotti, então dirigente da entidade, levou ao presidente Itamar Franco o posicionamento da SBPC numa lista de onze pontos. Eram eles: 

1) Os inventos biotecnológicos devem ser objeto de lei própria. 2) Vegetais e animais, manipulados por engenharia genética ou não, não podem ser objeto de patente. 3) Patentes de micro-organismos produzidos por engenharia genética são admissíveis, se devidamente qualificados. 4) _Pipeline_ (reconhecimento automático de patentes concedidas no exterior para produtos ainda não patenteados no país) é inaceitável. 130
```

## Página 132 · Fragmento 1
*465 tokens · origen: nativo_plano*

```
COLABORAÇÃO, SEM COLABORACIONISMO
131
5) O “segredo do negócio” (trade secret) prejudica a livre circulação de conheci-
mentos e informações técnico-científicas. 6) Prazo de carência é necessário para a entrada em vigor da lei. 7) Transferência de tecnologia deve ser regulada criteriosamente."
