faiss_id,doc_id,chunk_id,formato,fenomeno,posicion,num_tokens,fuente,texto
383,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,477,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"EM PAÍS DE MAIORIA ANALFABETA, A SBPC LUTOU PELA EXPANSÃO DO ENSINO PÚBLICO 

Depois de diversas discussões, a MP perdeu a validade e um novo projeto de lei (PL 5.500/2013) foi enviado para a Câmara. A proposta, reformulada, previa 75% dos _royalties_ para educação e 25% para a saúde. No entanto, o projeto foi arquivado. ###### **Ensino superior: expansão, acesso e luta política contínua** 

Quando a SBPC foi criada, na década de 1940, menos de 1% da população brasileira adulta tinha acesso ao ensino superior (INEP-MEC, 1996), nível escolar imprescindível para a formação de novos pesquisadores. Desse modo, a expansão e o acesso ao ensino superior público no país passariam a figurar entre as principais bandeiras da entidade em todas as suas décadas de vida, bem como a ampliação dos recursos para manutenção das atividades das universidades. É fato que o ensino superior brasileiro ganha forma de maneira concomitante à própria SBPC. Para se ter uma ideia, a USP, considerada a maior e mais importante universidade brasileira, além de melhor instituição de ensino superior do país de acordo com rankings universitários internacionais como o Times Higher Education (THE, 2018)<sup>7</sup> e nacionais como o Ranking Universitário Folha (RUF) de 2018, foi instalada na capital paulista em 1934, ou seja, apenas na década anterior à criação da SBPC. A proximidade temporal da criação da SBPC e das grandes universidades brasileiras desenha um cenário de ensino superior muito diferente daquele encontrado em países como os Estados Unidos. Lá, a criação de universidades de excelência, como Harvard, em 1636, por exemplo, deu-se mais de dois séculos antes da constituição de sua principal sociedade científica, a Associação Americana para o Avanço da Ciência (AAAS na sigla em inglês), em 1848. No Brasil, que tem seu ensino superior extremamente jovem, diferentemente dos Estados Unidos e de países europeus, a ascensão da SBPC assume também o papel primordial de impulsionar a criação de novas universidades, que estão entre as principais do país, e de ampliar as vagas para o ensino superior."
385,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,309,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 7 - EDUCAÇÃO
224
federalização de instituições estaduais e privadas de ensino, que foram integradas às 
nascentes universidades federais. Nessas duas décadas, surgem algumas das principais 
universidades federais brasileiras, como a Universidade Federal do Paraná (UFPR), da 
Bahia (UFBA) e de Pernambuco (UFPE) – todas fundadas em 1946 –, do Ceará (UFC), em 
1954, e de Santa Catarina (UFSC), em 1960.8
Ao todo, sete das quinze melhores universidades do país no RUF (2018)9 são instituciona-
lizadas depois da própria SBPC, em 1948. Isso pode ser notado no Quadro 3. Quadro 3. Ano de criação das quinze melhores  
universidades públicas do país segundo o RUF
Posição no RUF 2018
Universidade
Ano de fundação
2
UFRJ
1920
15
UFV
1922
3
UFMG
1927
1
USP
1934
5
UFRGS
1934
7
UFPR
1946
14
UFBA
1946
10
UFPE
1946
SBPC
1948
13
UERJ
1950
12
UFC
1954
6
UFSC
1960
9
UnB
1962
4
Unicamp
1962
11
UFSCar
1968
8
Unesp
1976
Fonte: Elaboração própria com base em RUF (2018). De acordo com Sampaio (1991), mesmo diante de uma expansão importante do ensino 
superior no país nas décadas de 1940 e 1950, em que o total de matrículas passou de 
27.671 (1940) para 93.202 (1960), apenas 2% da população em idade universitária estava"
386,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,484,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"EM PAÍS DE MAIORIA ANALFABETA, A SBPC LUTOU PELA EXPANSÃO DO ENSINO PÚBLICO
225
matriculada no ensino superior na década de 1960 no Brasil, contra 6% no Chile e 15% 
na Argentina, nossos países vizinhos, ou 40% nos Estados Unidos (Rigotto; Souza, 2005). O acesso à universidade brasileira ainda precisava ser significativamente ampliado – e 
a SBPC participava dessa causa. Mais do que isso, o ensino superior brasileiro tinha de se transformar. A SBPC constituiu, 
então, um fórum importante de reivindicações na área. O objetivo do movimento, do qual 
participavam docentes, pesquisadores e estudantes, era fazer da universidade brasileira 
um espaço de produção de conhecimento científico – e não apenas de formação de pessoas. Nesse período de necessidade de mudanças no ambiente acadêmico, deu-se em 1962 a 
criação da Universidade de Brasília, com forte participação da SBPC. O modelo pedagó-
gico da nova universidade federal fora pensado pelo seu ex-presidente Anísio Teixeira 
(1955-1957 e 1958-1959). A proposta da UnB, como consta em seu Plano Orientador, uma espécie de Carta Mag-
na, de 1962, era mostrar o espírito inovador da instituição e inspirar uma eventual 
reforma do ensino superior que estava latente. Está enfatizado no documento: “Só uma 
universidade nova, inteiramente planificada, estruturada em bases mais flexíveis, po-
derá abrir perspectivas de pronta renovação do nosso ensino superior” (UnB, s/d). Em seu discurso de inauguração da UnB, a primeira universidade encravada no Planal-
to Central, Anísio Teixeira associa a origem das universidades na Europa com a possi-
bilidade de desenvolvimento da civilização naquela região, que chamou de “florescer da 
civilização ocidental”: “A Universidade é, pois, na sociedade moderna, uma das institui-
ções características e indispensáveis, sem a qual não chega a existir um povo. Aqueles 
que não as têm, também não têm existência autônoma, vivendo, tão somente, como um 
reflexo dos demais” (Teixeira, 1962). O autor continua:
A função da Universidade é uma função única e exclusiva."
388,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,499,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 7 - EDUCAÇÃO
226
fez um discurso antológico intitulado “A universidade de ontem e de hoje” – publicado 
na revista Ciência e Cultura no ano seguinte (Teixeira, 1965). No texto, ele reforça a im-
portância para o país das universidades com três objetivos centrais: “formação e ensino, 
pesquisa e serviço”. Mais de duas décadas depois, os objetivos da universidade descritos por Teixeira no 
encontro da SBPC receberiam o nome de “ensino, pesquisa e extensão” em trecho da 
Constituição Federal de 1988 que se refere à missão das universidades brasileiras: “As 
universidades gozam de autonomia didático-científica, administrativa e de gestão fi-
nanceira e patrimonial, e obedecerão ao princípio de indissociabilidade entre ensino, 
pesquisa e extensão” (Art. 207; Brasil, 1988, grifos nossos). Como afirmado antes, a SBPC teve participação bastante ativa na elaboração da Cons-
tituição Federal de 1988 por meio de sua Comissão de Estudos para a Constituinte, que 
elaborou um documento com propostas em várias áreas – inclusive educação. Isso acon-
teceu depois de um longo período de ditadura militar, que teve início no mesmo ano do 
discurso de Teixeira na 15a Reunião Anual da Sociedade em Ribeirão Preto, 1964, e que 
seguiu até 1985.10
Nessa fase difícil da história do país, a SBPC tomou partido na luta pelo direito à li-
berdade de expressão. “Isso aconteceu especialmente depois da 29a Reunião Anual, em 
julho de 1977, realizada na PUC-SP, em que a ação política da SBPC se concentrou na 
redemocratização”, destaca Helena Nader, em entrevista. Nesse ano, a realização da 
reunião anual da Sociedade foi proibida duas vezes pelo governo militar – primeiro em 
Fortaleza, e depois na USP. Contra a vontade dos militares, no entanto, a PUC-SP cedeu 
o espaço para sua realização e fez uma campanha para arrecadar fundos para a reunião 
que marcaria a atuação da SBPC no período ditatorial. Com a redemocratização do país, a participação da SBPC nos assuntos de educação su-
perior passa a ter foco na manutenção de aspectos institucionais recentemente conquis-
tados e no combate a novos desafios que o ensino superior brasileiro passou a enfrentar."
390,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,478,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"EM PAÍS DE MAIORIA ANALFABETA, A SBPC LUTOU PELA EXPANSÃO DO ENSINO PÚBLICO
227
Quadro 4. Número de alunos matriculados no ensino superior no país
Ano
Número absoluto de matriculados 
1940
27.671
1950
48.999
1960
93.202
1970
425.478 
1980
1.345.000 
1990
1.540.080
2000
2.694.245
2010
6.379.299
2017
8.290.911
Fontes: Sampaio (1991), INEP-MEC (2000), Censo da Educação Superior 2000, 2010 e 2017. Nesse contexto, a autonomia universitária assume papel de destaque. Frequentemen-
te, a SBPC se posiciona, ao lado de entidades como a Academia Brasileira de Ciências 
(ABC), reforçando a importância da autonomia das universidades e para garantir que 
essa conquista seja preservada. Caso, por exemplo, do debate que a SBPC assumiu em 
2012 quando foi contrária ao Projeto de Lei 180/2008, que tratava da obrigação de ado-
ção do regime de cotas para ingresso em universidades públicas e proibia a realização 
de exames vestibulares. A entidade, que é a favor de ações afirmativas, entendeu que o 
projeto contrariava a autonomia universitária e escreveu em manifesto: “Faz parte da 
autonomia didático-científica a definição pela universidade da sistemática para a sele-
ção dos estudantes ingressantes” (SBPC, 2012). O Projeto de Lei, parcialmente vetado, acabou dando origem à Lei das Cotas (Lei 
n. 12.711, de 29 de agosto de 2012), que define a reserva de vagas de no mínimo 50% nas 
universidades federais para estudantes que cursaram integralmente o ensino médio em 
escolas públicas. O processo seletivo das instituições foi mantido. Recentemente, a SBPC tem feito campanha massiva pela manutenção dos recursos fe-
derais para as atividades de ciência e de educação superior, que passariam a sofrer cor-
tes principalmente a partir de 2014. O orçamento executado pela Capes, por exemplo, 
passou de R$ 7 bilhões, em 2015, para R$ 4,7 bilhões, em 2017. O montante representa 
uma perda, desconsiderando a inflação no período, de 33% de recursos para atividades"
391,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,474,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 7 - EDUCAÇÃO
228
de educação superior e científicas, como avaliação dos programas de pós-graduação e 
concessão de bolsas de pesquisa. Diante desse quadro, a SBPC encabeçou posicionamentos e manifestos junto a outras 
entidades para manutenção dos recursos da Capes. Em um deles, de agosto de 2018, rei-
tera o papel do Estado em relação à promoção de ciência, fixado no Artigo 218 da Cons-
tituição: “O Estado promoverá e incentivará o desenvolvimento científico, a pesquisa, 
a capacitação científica e tecnológica e a inovação” (Brasil, 1988). Consta no manifesto:
Novos cortes em um orçamento já tão reduzido para ciência, tecnologia, inovação 
e educação terão consequências catastróficas para toda a estrutura de pesquisa 
no país, para os setores empresariais que apostam em inovação, para a qualidade 
de vida da população e para o protagonismo internacional do país. A redução drástica nos recursos estaduais e federais para as atividades voltadas à edu-
cação superior no país, no entanto, não cessou – bem como se mantiveram as ameaças à 
autonomia universitária. O quadro que se desenha neste momento da vida brasileira mostra, mais uma vez, e tal-
vez mais do que nunca, que a atuação da SBPC em favor da educação em todos os níveis 
se torna imprescindível. Educação: agenda permanente e crescente
Em paralelo às ações direcionadas para a valorização da educação e o aperfeiçoamento 
das políticas públicas na área, a SBPC, em seus encontros nacionais e regionais, serviu 
de meio para a apresentação de estudos, promoção de debates e a realização de iniciati-
vas práticas no campo educacional. Assuntos relacionados à educação e a atividades de ensino estiveram presentes já 
na 2a Reunião Anual da entidade, em 1950, mesmo que de maneira ainda tímida. Discutiu-se sobre o ensino das disciplinas de química, botânica, zoologia e estatística. Na 6a Reunião (1954 – Ribeirão Preto), o assunto voltou, dessa vez com foco no ensino 
de matemática e física. Um ano depois, no Recife, foram debatidas as relações entre a 
psicologia e a educação."
392,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,482,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"EM PAÍS DE MAIORIA ANALFABETA, A SBPC LUTOU PELA EXPANSÃO DO ENSINO PÚBLICO
229
Na 8a Reunião Anual, em Ouro Preto, o tema Educação ganhou um espaço próprio na 
programação – sob a coordenação nada menos do que de Anísio Teixeira. Depois de uma 
conferência e dois painéis, houve uma “discussão geral” sobre ensino de ciências nos 
níveis médio e superior. Em 1957, o encontro da SBPC ocorreu pela primeira vez na cidade do Rio de Janeiro, en-
tão capital federal. Esse fato certamente contribuiu para que a sessão de abertura con-
tasse com a presença do ministro da Educação, Clovis Salgado, que falou sobre “Novas 
diretrizes do ensino superior”. Mobilidade social e educação, análise de pesquisas sobre 
educação no Brasil e preparação de normalistas para o ensino de ciências, estiveram 
entre os temas discutidos. Na 10a Reunião, em São Paulo, em 1958, novamente sob a coordenação de Anísio Teixeira, a 
programação sobre educação se ampliou significativamente: foram cinco palestras, dois es-
tudos e uma “discussão geral” sobre formação de “elementos para o magistério secundário”. A partir da 11a Reunião, o tema ganhou ainda mais corpo. Se em 1950, em Curitiba, as 
discussões sobre educação não levaram mais de três horas, em 1960, em Salvador, elas 
ocuparam dois dias inteiros. Em 1962, as reuniões deram mais um salto. Naquele ano, em Curitiba, a programação 
começou a incluir minicursos para professores, estudantes “e outras pessoas interessa-
das”. Foram três minicursos – uma mostra tímida do que viria a se tornar essa atividade 
nas reuniões da SBPC. Já há vários anos, são oferecidos entre quarenta e sessenta mi-
nicursos em cada edição do evento. Um valor simbólico é cobrado dos frequentadores 
que querem ter o certificado de participação, a grande maioria professores de escolas 
públicas. Aos demais interessados, a frequência é gratuita. Como parte da programação da reunião anual de 2003, no Recife, foi realizada pela 
primeira vez, mas ainda em caráter isolado, a SBPC Educação."
394,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,468,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 7 - EDUCAÇÃO 

atividade paralela à 68<sup><u>a</u></sup> Reunião Anual, realizada no campus da Universidade do Estado da Bahia, em Porto Seguro. Já a SBPC Educação ocorreu no campus da UNEB em Teixeira de Freitas, sob o tema Sustentabilidade, Tecnologias e Integração Social. Foram dois dias de programação, que levaram aos professores debates sobre a Base Nacional Comum Curricular, formação de professores e inovações em sala de aula. Houve também cursos formativos para professores indígenas. Uma semana antes da 69<sup><u>a</u></sup> Reunião Anual, que ocorreria no campus de Belo Horizonte da Universidade Federal de Minas Gerais, a SBPC Educação foi realizada no campus de Montes Claros da UFMG. As discussões, com mais de seiscentos professores da região, se concentraram principalmente em tópicos como reforma do ensino básico, educação de jovens e adultos e inclusão. Quando completou 70 anos, em 2018, a entidade levou a SBPC Educação a Arapiraca, Delmiro Gouveia e Maceió, em Alagoas. Foram mais de 2,5 mil participantes e cem atividades direcionadas a um público composto por professores das redes municipal e estadual, além de estudantes dos diversos cursos da Universidade Federal de Alagoas (UFAL). Com o tema geral Ciência, Responsabilidade Social e Soberania, a programação discutiu democracia e estratégias para enfrentar os desafios, presentes e futuros, sobretudo para a educação e a ciência. Marcelo Karloni, um dos coordenadores da SBPC Educação no campus da UFAL em Arapiraca, considerou como bem-sucedida a estreia de Alagoas como sede de uma reunião anual da SBPC e destacou a importância da apresentação de trabalhos enviados por alunos, pesquisadores e professores da educação básica. Mais uma iniciativa foram as reuniões regionais com programação dedicada exclusivamente a professores dos níveis dos ensinos fundamental e médio. Elas tiveram início em 2003. Até 2018, foram realizadas 38 edições – quinze delas em sete dos oito estados do Nordeste, e catorze em cinco dos seis estados da região Norte."
396,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,391,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"EM PAÍS DE MAIORIA ANALFABETA, A SBPC LUTOU PELA EXPANSÃO DO ENSINO PÚBLICO 

do conhecimento, à disseminação desse conhecimento e novamente à institucionalização da ciência – sucessivamente, em um movimento espiralado que se amplia a cada ciclo e se retroalimenta. É o que ele chamou de “a espiral da cultura científica” (Vogt, 2003). Como vimos neste capítulo, a criação da SBPC em 1948, quando mais da metade da população brasileira era analfabeta e o acesso ao ensino superior, ínfimo, foi um importante passo na espiral da nossa cultura científica e educacional. A Sociedade surge logo após a criação de atores importantes que marcariam a educação no país, como o Ministério da Educação (em 1930) e a USP (em 1934), e passa a estimular esse movimento espiralado, a formação de intelectuais em todas as áreas, a produção do conhecimento, a disseminação desse conhecimento e a institucionalização da ciência e da educação, o que ocorreu notadamente com a criação do CNPq e da Capes (ambos de 1951) e de novas universidades públicas. Por meio de seus principais representantes, de comitês, de comissões e de manifestos, a SBPC participou da criação de universidades, da definição de marcos legais essenciais na área de educação, como as duas LDBs (de 1961 e de 1996), e do próprio desenho da Constituição Federal de 1988. A entidade participa também – e talvez principalmente – como motor da cultura científica e educacional do país por meio de suas reuniões anuais, que tiveram início em 1949 e que disseminam e promovem conhecimento por onde passam. A espiral da nossa cultura científica e educacional continua em movimento. E, como ela, a SBPC também não para. 231"
397,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,302,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 7 - EDUCAÇÃO
232
AS AUTORAS
Sabine Righetti é pesquisadora e professora doutora do 
Labjor-Unicamp. Jornalista especializada em ciência e 
em educação, trabalhou de 2010 a 2015 cobrindo a área na 
Folha de S.Paulo. Recebeu seis prêmios de jornalismo: Fo-
lha de Jornalismo em 2012 e em 2015, Estácio de Jorna-
lismo (impresso nacional) em 2013 e em 2017 e Jornalis-
tas Especialistas (educação) em 2015 e em 2016. É também 
coordenadora acadêmica do Ranking Universitário Folha 
(RUF), uma proposta inédita de classificação do ensino superior brasileiro. É Knight 
Fellow (Universidade de Michigan, 2012), Eisenhower Fellow (2014) e Lemann Fellow 
(Stanford, 2017) e grantee de divulgação científica do Insti-
tuto Serrapilheira. Nádia Pontes é jornalista multimídia e mestre em Ciên-
cia Ambiental pela USP. Escreve principalmente sobre 
ciência, mudanças climáticas, meio ambiente e susten-
tabilidade. Correspondente no Brasil da Deutsche Welle, é 
ganhadora dos prêmios Voices 2Paris, dado pela UNDP em 
2015, VerCiência em 2015, Berlin Science Communicattion 
Award em 2017, e grantee da Rainforest Journalism Foun-
dation em parceria com o Pulitzer Centre em 2019."
398,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,306,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"COM A RAZÃO DA CIÊNCIA
233
A o longo de seus setenta anos de história, a SBPC se envolveu com intensidade 
crescente nos temas relacionados ao meio ambiente, à medida que eles ganhavam im-
portância na agenda científica e no debate público mundial. Com um constante estí-
mulo à discussão crítica sobre a questão ambiental, e com uma participação ativa na 
construção das políticas brasileiras para o tema, a SBPC fez valer a voz da comunidade 
científica nos principais momentos históricos que definiram o cenário ambiental do 
Brasil atual. Habitualmente visto e tratado de maneira antagônica, de um lado, segundo 
os interesses econômicos, de outro, sob a ótica da militância ambientalista, a SBPC pro-
cura observar o meio ambiente e tratar de suas questões em conformidade com a razão 
que emana do conhecimento científico. Essa atuação foi especialmente marcante, como veremos, em momentos decisivos como 
a Assembleia Nacional Constituinte, que teve início em 1987. Com uma contribuição ati-
va da SBPC em sua elaboração, a Constituição Federal de 1988 finalmente elevou o meio 
ambiente à categoria dos bens tutelados pelo ordenamento jurídico nacional. Assim foi também em 1992, quando a SBPC exerceu um papel aglutinador na organi-
zação da Conferência das Nações Unidas sobre o Meio Ambiente e o Desenvolvimento, 
Com a razão da ciência 
Capítulo 8 - Meio ambiente
Fábio de Castro 
Maurício Tuffani"
399,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,486,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 8 - MEIO AMBIENTE 

a ECO-92 – outro marco da consciência ambiental no Brasil –, ou duas décadas depois, quando teve participação incansável e efetiva nas discussões sobre a Lei 12.651, de 2012, que substituiu o Código Florestal. Os desafios ambientais são praticamente indissociáveis da ciência. Conservar o meio ambiente, preservando as condições concretas para sobrevivência da humanidade, não é tarefa factível sem o conhecimento científico. Foi apenas de maneira gradual, contudo, que a ciência assumiu essa responsabilidade, dedicando atenção cada vez maior aos desafios ambientais que se impuseram à sociedade ao longo dos anos. A SBPC acompanhou naturalmente essa caminhada da ciência e da sociedade rumo à valorização do meio ambiente, intensificando suas ações na área de forma exponencial a partir da década de 1980. Todavia, no início de sua trajetória, há setenta anos, a discussão dos temas ambientais já emergia como uma das preocupações da jovem entidade – mesmo em uma época na qual as inquietações do público com esse tema eram praticamente inexistentes e as pesquisas nessas áreas, incipientes. Antes mesmo de destacar a questão ambiental em uma de suas primeiras reuniões anuais, a SBPC já se envolvera em uma grande iniciativa ligada ao tema. A partir de 1947, o projeto do Instituto Internacional da Hileia Amazônica (IIHA) era uma das prioridades da Organização das Nações Unidas para Educação, Ciência e Cultura (Unesco). O objetivo era criar uma espécie de laboratório científico internacional na Amazônia, para agregar conhecimento sobre a riqueza biológica e ecológica da floresta tropical. Em setembro de 1948, o então presidente da recém-fundada SBPC, Maurício Rocha e Silva, foi um dos representantes do Brasil na controversa discussão sobre o projeto, realizada na Conferência de Cientistas na América Latina, em Montevidéu. De acordo com a revista _Estudos Avançados_ , da USP, “houve uma longa discussão, envolvendo visões distintas acerca do papel social da ciência, concepções contrastantes sobre as funções a serem exercidas pela Unesco e embates sobre a profissionalização dos cientistas em regiões periféricas no pós-guerra”."
401,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,448,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"COM A RAZÃO DA CIÊNCIA
235
em disputas políticas relacionadas à questão da soberania nacional. Porém, o projeto 
acabaria inspirando o Conselho Nacional de Pesquisa (CNPq), fundado em 1951, a propor 
a criação do Instituto Nacional de Pesquisas da Amazônia (INPA). O INPA, fundado em 
1952, espelhou-se em grande parte na proposta do IIHA e se tornou um dos principais 
mananciais de conhecimento científico sobre a Amazônia. A preocupação com o meio 
ambiente crescia na área acadêmica. Em 1950, em sua 2a Reunião Anual, realizada em Curitiba de 5 a 12 de novembro, a SBPC 
dava destaque pela primeira vez à questão ambiental em um evento oficial. Com o tema 
Industrialização à Margem da Floresta Virgem, a reunião priorizou a discussão sobre o 
importante papel da ciência no esforço pioneiro para conciliar o desenvolvimento eco-
nômico e a preservação da natureza. Dizia o programa:
Vivemos numa época em que esse esforço pode e deve ser amparado pelas 
aquisições da ciência. O estudo racional do solo, das consequências do des-
bastamento das florestas e dos meios que devem ser postos em prática para a 
conservação da fertilidade da terra, indispensável à sobrevivência do homem, 
deve basear-se na aquisição de conhecimentos obtidos pelo trabalho desinte-
ressado dos geólogos, botânicos, físicos, químicos e biologistas. As atividades do primeiro dia de programação científica da reunião de 1950 foram inau-
guradas com o simpósio Reflorestamento, aberto pela conferência “Problemas do reflo-
restamento em regiões tropicais”, apresentada por Felix Rawitscher. O célebre botânico 
alemão, ex-professor da Universidade de Freiburg, fora convidado em 1934 para orga-
nizar o Departamento de Botânica da Faculdade de Filosofia, Ciências e Letras da USP, 
criado durante a fundação da universidade. Mas foi só na década de 1970 que o tema do meio ambiente passou a ganhar visibilidade 
global."
403,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,465,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"CAPÍTULO 8 - MEIO AMBIENTE 

anos de devastação”, do agrônomo Mauro Antonio Moraes Victor. Membro da SBPC e pesquisador do Instituto Florestal do Estado de São Paulo (IF), o autor fez chegar ao grande público pela primeira vez um diagnóstico completo – e estarrecedor – do estado de conservação das florestas paulistas. Com rigor científico e linguagem acessível, o ensaio foi considerado “um tratamento de choque na consciência cidadã”, que “ajuda a alavancar a era do ambientalismo moderno”. O texto de Mauro Victor, que viria a se tornar um clássico, mostra “os efeitos desastrosos da falta de visão para a preservação de nossas riquezas naturais”: 

_Em pouco menos de oitenta anos, desapareceu grande parte das florestas de São Paulo. A fauna foi reduzida a quase nada e a devastação continua. Começou com a cultura desordenada do café, seguida das grandes queimadas para formação de pastos. Depois, as indústrias que destruíam a floresta da Serra do Paranapiacaba e da escarpa Atlântica para transformá-las no carvão utilizado pelas siderúrgicas paulistas e do Estado do Rio, substituindo o carvão mineral e, por fim, o crescimento urbanístico e das estradas mal traçadas. Da cobertura primitiva, calculada em 81,8% do estado, restam somente 8,33% e a previsão é para 2% no ano 2000. São aqui analisados também o problema da erosão, do clima e do regime de águas._ 

O significado da publicação foi tão grande que, em 2005, o Ministério do Meio Ambiente (MMA) publicou uma nova versão do estudo: “Cem anos de devastação: revisitada 30 anos depois”. O novo trabalho foi assinado por Mauro Victor junto com os pesquisadores Antônio Carlos Cavalli, João Regis Guillaumon e Renato Serra Filho, que participaram com outros quatro colegas do IF e do Instituto Agronômico de Campinas do estudo de 1974 que serviu de base científica para as duas publicações. No entanto, mais que uma nova pesquisa, a publicação original desencadeou também uma série de políticas públicas."
405,cienciaparaobrasil.pdf,cienciaparaobrasil.pdf-chunk-001,pdf,,1,478,/home/jose/repositories/kernel-boyacense/corpus_adl/data/cienciaparaobrasil.pdf,"COM A RAZÃO DA CIÊNCIA
237
Desse modo, o patrimônio de cerca de 250 mil hectares administrado pelo Ins-
tituto Florestal de São Paulo em meados dos anos 1970 foi ampliado, alcan-
çando no final dos anos 1980 aproximadamente 900 mil hectares abrigados 
em cerca de noventa parques estaduais, estações ecológicas, reservas flores-
tais, estações experimentais e outras unidades de conservação e produção. AMAZÔNIA – A devastação das florestas, em uma abordagem mais ampla, foi objeto de 
uma manifestação pública da SBPC em meados de 1976, quando o geneticista Warwick 
Kerr – presidente da SBPC entre 1969 e 1973 e então presidente do Instituto Nacional 
de Pesquisas da Amazônia (INPA) – apresentou à Comissão de Agricultura do Senado 
Federal uma conferência com o tema “Considerações sobre a situação florestal brasilei-
ra”, na qual defendeu que a ocupação da Amazônia deveria “ser lenta e racional, tendo 
em vista, principalmente, o atual nível de tecnologia de destruição e a necessidade de 
investimentos maciços em pesquisas, que certamente levarão ainda algum tempo para 
apresentar resultado”. “Pessoalmente, entendo que o Governo Federal deveria providenciar com urgência re-
cursos para acelerar a pesquisa na Amazônia, tendo em vista o perigo de colonizá-la 
sem conhecê-la, através dos meios tradicionais. Precisamos primeiro saber o que é bom 
para a Amazônia, e isto só será possível se levarmos em conta as suas peculiaridades, 
pois de outra forma poderemos destruí-la, transformando-a, dentro de pouco tempo, em 
um deserto vermelho”, disse Kerr ao Senado. O histórico discurso seria publicado inte-
gralmente na edição de março de 1977 da revista Ciência e Cultura. Durante a 31a Reunião Anual, realizada em Fortaleza em 1979, a SBPC decidiu que 
sua Comissão de Estudos sobre Problemas Ambientais daria atenção prioritária à 
Amazônia. No fim daquele ano, enviou às mais altas autoridades governamentais o re-
latório denominado “A SBPC e a Amazônia”, que seria publicado na revista Ciência e 
Cultura em fevereiro de 1980."
